1/22/20,Anhui,1
1/23/20,Anhui,9
1/24/20,Anhui,15
1/25/20,Anhui,39
1/26/20,Anhui,60
1/27/20,Anhui,70
1/28/20,Anhui,106
1/29/20,Anhui,152
1/30/20,Anhui,200
1/31/20,Anhui,237
2/1/20,Anhui,297
2/2/20,Anhui,340
2/3/20,Anhui,408
2/4/20,Anhui,480
2/5/20,Anhui,530
2/6/20,Anhui,591
2/7/20,Anhui,665
2/8/20,Anhui,733
2/9/20,Anhui,779
2/10/20,Anhui,830
2/11/20,Anhui,860
2/12/20,Anhui,889
2/13/20,Anhui,910
2/14/20,Anhui,934
2/15/20,Anhui,950
2/16/20,Anhui,962
2/17/20,Anhui,973
2/18/20,Anhui,982
2/19/20,Anhui,986
2/20/20,Anhui,987
2/21/20,Anhui,988
2/22/20,Anhui,989
2/23/20,Anhui,989
2/24/20,Anhui,989
2/25/20,Anhui,989
2/26/20,Anhui,989
2/27/20,Anhui,989
2/28/20,Anhui,990
2/29/20,Anhui,990
3/1/20,Anhui,990
3/2/20,Anhui,990
3/3/20,Anhui,990
3/4/20,Anhui,990
3/5/20,Anhui,990
3/6/20,Anhui,990
3/7/20,Anhui,990
3/8/20,Anhui,990
3/9/20,Anhui,990
3/10/20,Anhui,990
3/11/20,Anhui,990
3/12/20,Anhui,990
3/13/20,Anhui,990
3/14/20,Anhui,990
3/15/20,Anhui,990
3/16/20,Anhui,990
3/17/20,Anhui,990
3/18/20,Anhui,990
1/22/20,Beijing,14
1/23/20,Beijing,22
1/24/20,Beijing,36
1/25/20,Beijing,41
1/26/20,Beijing,68
1/27/20,Beijing,80
1/28/20,Beijing,91
1/29/20,Beijing,111
1/30/20,Beijing,114
1/31/20,Beijing,139
2/1/20,Beijing,168
2/2/20,Beijing,191
2/3/20,Beijing,212
2/4/20,Beijing,228
2/5/20,Beijing,253
2/6/20,Beijing,274
2/7/20,Beijing,297
2/8/20,Beijing,315
2/9/20,Beijing,326
2/10/20,Beijing,337
2/11/20,Beijing,342
2/12/20,Beijing,352
2/13/20,Beijing,366
2/14/20,Beijing,372
2/15/20,Beijing,375
2/16/20,Beijing,380
2/17/20,Beijing,381
2/18/20,Beijing,387
2/19/20,Beijing,393
2/20/20,Beijing,395
2/21/20,Beijing,396
2/22/20,Beijing,399
2/23/20,Beijing,399
2/24/20,Beijing,399
2/25/20,Beijing,400
2/26/20,Beijing,400
2/27/20,Beijing,410
2/28/20,Beijing,410
2/29/20,Beijing,411
3/1/20,Beijing,413
3/2/20,Beijing,414
3/3/20,Beijing,414
3/4/20,Beijing,418
3/5/20,Beijing,418
3/6/20,Beijing,422
3/7/20,Beijing,426
3/8/20,Beijing,428
3/9/20,Beijing,428
3/10/20,Beijing,429
3/11/20,Beijing,435
3/12/20,Beijing,435
3/13/20,Beijing,436
3/14/20,Beijing,437
3/15/20,Beijing,442
3/16/20,Beijing,452
3/17/20,Beijing,456
3/18/20,Beijing,469
1/22/20,Chongqing,6
1/23/20,Chongqing,9
1/24/20,Chongqing,27
1/25/20,Chongqing,57
1/26/20,Chongqing,75
1/27/20,Chongqing,110
1/28/20,Chongqing,132
1/29/20,Chongqing,147
1/30/20,Chongqing,182
1/31/20,Chongqing,211
2/1/20,Chongqing,247
2/2/20,Chongqing,300
2/3/20,Chongqing,337
2/4/20,Chongqing,366
2/5/20,Chongqing,389
2/6/20,Chongqing,411
2/7/20,Chongqing,426
2/8/20,Chongqing,428
2/9/20,Chongqing,468
2/10/20,Chongqing,486
2/11/20,Chongqing,505
2/12/20,Chongqing,518
2/13/20,Chongqing,529
2/14/20,Chongqing,537
2/15/20,Chongqing,544
2/16/20,Chongqing,551
2/17/20,Chongqing,553
2/18/20,Chongqing,555
2/19/20,Chongqing,560
2/20/20,Chongqing,567
2/21/20,Chongqing,572
2/22/20,Chongqing,573
2/23/20,Chongqing,575
2/24/20,Chongqing,576
2/25/20,Chongqing,576
2/26/20,Chongqing,576
2/27/20,Chongqing,576
2/28/20,Chongqing,576
2/29/20,Chongqing,576
3/1/20,Chongqing,576
3/2/20,Chongqing,576
3/3/20,Chongqing,576
3/4/20,Chongqing,576
3/5/20,Chongqing,576
3/6/20,Chongqing,576
3/7/20,Chongqing,576
3/8/20,Chongqing,576
3/9/20,Chongqing,576
3/10/20,Chongqing,576
3/11/20,Chongqing,576
3/12/20,Chongqing,576
3/13/20,Chongqing,576
3/14/20,Chongqing,576
3/15/20,Chongqing,576
3/16/20,Chongqing,576
3/17/20,Chongqing,576
3/18/20,Chongqing,576
1/22/20,Fujian,1
1/23/20,Fujian,5
1/24/20,Fujian,10
1/25/20,Fujian,18
1/26/20,Fujian,35
1/27/20,Fujian,59
1/28/20,Fujian,80
1/29/20,Fujian,84
1/30/20,Fujian,101
1/31/20,Fujian,120
2/1/20,Fujian,144
2/2/20,Fujian,159
2/3/20,Fujian,179
2/4/20,Fujian,194
2/5/20,Fujian,205
2/6/20,Fujian,215
2/7/20,Fujian,224
2/8/20,Fujian,239
2/9/20,Fujian,250
2/10/20,Fujian,261
2/11/20,Fujian,267
2/12/20,Fujian,272
2/13/20,Fujian,279
2/14/20,Fujian,281
2/15/20,Fujian,285
2/16/20,Fujian,287
2/17/20,Fujian,290
2/18/20,Fujian,292
2/19/20,Fujian,293
2/20/20,Fujian,293
2/21/20,Fujian,293
2/22/20,Fujian,293
2/23/20,Fujian,293
2/24/20,Fujian,293
2/25/20,Fujian,294
2/26/20,Fujian,294
2/27/20,Fujian,296
2/28/20,Fujian,296
2/29/20,Fujian,296
3/1/20,Fujian,296
3/2/20,Fujian,296
3/3/20,Fujian,296
3/4/20,Fujian,296
3/5/20,Fujian,296
3/6/20,Fujian,296
3/7/20,Fujian,296
3/8/20,Fujian,296
3/9/20,Fujian,296
3/10/20,Fujian,296
3/11/20,Fujian,296
3/12/20,Fujian,296
3/13/20,Fujian,296
3/14/20,Fujian,296
3/15/20,Fujian,296
3/16/20,Fujian,296
3/17/20,Fujian,296
3/18/20,Fujian,296
1/22/20,Gansu,0
1/23/20,Gansu,2
1/24/20,Gansu,2
1/25/20,Gansu,4
1/26/20,Gansu,7
1/27/20,Gansu,14
1/28/20,Gansu,19
1/29/20,Gansu,24
1/30/20,Gansu,26
1/31/20,Gansu,29
2/1/20,Gansu,40
2/2/20,Gansu,51
2/3/20,Gansu,55
2/4/20,Gansu,57
2/5/20,Gansu,62
2/6/20,Gansu,62
2/7/20,Gansu,67
2/8/20,Gansu,79
2/9/20,Gansu,83
2/10/20,Gansu,83
2/11/20,Gansu,86
2/12/20,Gansu,87
2/13/20,Gansu,90
2/14/20,Gansu,90
2/15/20,Gansu,90
2/16/20,Gansu,90
2/17/20,Gansu,91
2/18/20,Gansu,91
2/19/20,Gansu,91
2/20/20,Gansu,91
2/21/20,Gansu,91
2/22/20,Gansu,91
2/23/20,Gansu,91
2/24/20,Gansu,91
2/25/20,Gansu,91
2/26/20,Gansu,91
2/27/20,Gansu,91
2/28/20,Gansu,91
2/29/20,Gansu,91
3/1/20,Gansu,91
3/2/20,Gansu,91
3/3/20,Gansu,91
3/4/20,Gansu,91
3/5/20,Gansu,102
3/6/20,Gansu,119
3/7/20,Gansu,120
3/8/20,Gansu,124
3/9/20,Gansu,124
3/10/20,Gansu,125
3/11/20,Gansu,127
3/11/20,Gansu,0
3/12/20,Gansu,127
3/12/20,Gansu,0
3/13/20,Gansu,127
3/14/20,Gansu,129
3/15/20,Gansu,133
3/16/20,Gansu,133
3/17/20,Gansu,133
3/18/20,Gansu,133
1/22/20,Guangdong,26
1/23/20,Guangdong,32
1/24/20,Guangdong,53
1/25/20,Guangdong,78
1/26/20,Guangdong,111
1/27/20,Guangdong,151
1/28/20,Guangdong,207
1/29/20,Guangdong,277
1/30/20,Guangdong,354
1/31/20,Guangdong,436
2/1/20,Guangdong,535
2/2/20,Guangdong,632
2/3/20,Guangdong,725
2/4/20,Guangdong,813
2/5/20,Guangdong,895
2/6/20,Guangdong,970
2/7/20,Guangdong,1034
2/8/20,Guangdong,1095
2/9/20,Guangdong,1131
2/10/20,Guangdong,1159
2/11/20,Guangdong,1177
2/12/20,Guangdong,1219
2/13/20,Guangdong,1241
2/14/20,Guangdong,1261
2/15/20,Guangdong,1294
2/16/20,Guangdong,1316
2/17/20,Guangdong,1322
2/18/20,Guangdong,1328
2/19/20,Guangdong,1331
2/20/20,Guangdong,1332
2/21/20,Guangdong,1333
2/22/20,Guangdong,1339
2/23/20,Guangdong,1342
2/24/20,Guangdong,1345
2/25/20,Guangdong,1347
2/26/20,Guangdong,1347
2/27/20,Guangdong,1347
2/28/20,Guangdong,1348
2/29/20,Guangdong,1349
3/1/20,Guangdong,1349
3/2/20,Guangdong,1350
3/3/20,Guangdong,1350
3/4/20,Guangdong,1350
3/5/20,Guangdong,1351
3/6/20,Guangdong,1352
3/7/20,Guangdong,1352
3/8/20,Guangdong,1352
3/9/20,Guangdong,1352
3/10/20,Guangdong,1353
3/11/20,Guangdong,1356
3/12/20,Guangdong,1356
3/13/20,Guangdong,1356
3/14/20,Guangdong,1356
3/15/20,Guangdong,1360
3/16/20,Guangdong,1361
3/17/20,Guangdong,1364
3/18/20,Guangdong,1370
1/22/20,Guangxi,2
1/23/20,Guangxi,5
1/24/20,Guangxi,23
1/25/20,Guangxi,23
1/26/20,Guangxi,36
1/27/20,Guangxi,46
1/28/20,Guangxi,51
1/29/20,Guangxi,58
1/30/20,Guangxi,78
1/31/20,Guangxi,87
2/1/20,Guangxi,100
2/2/20,Guangxi,111
2/3/20,Guangxi,127
2/4/20,Guangxi,139
2/5/20,Guangxi,150
2/6/20,Guangxi,168
2/7/20,Guangxi,172
2/8/20,Guangxi,183
2/9/20,Guangxi,195
2/10/20,Guangxi,210
2/11/20,Guangxi,215
2/12/20,Guangxi,222
2/13/20,Guangxi,222
2/14/20,Guangxi,226
2/15/20,Guangxi,235
2/16/20,Guangxi,237
2/17/20,Guangxi,238
2/18/20,Guangxi,242
2/19/20,Guangxi,244
2/20/20,Guangxi,245
2/21/20,Guangxi,246
2/22/20,Guangxi,249
2/23/20,Guangxi,249
2/24/20,Guangxi,251
2/25/20,Guangxi,252
2/26/20,Guangxi,252
2/27/20,Guangxi,252
2/28/20,Guangxi,252
2/29/20,Guangxi,252
3/1/20,Guangxi,252
3/2/20,Guangxi,252
3/3/20,Guangxi,252
3/4/20,Guangxi,252
3/5/20,Guangxi,252
3/6/20,Guangxi,252
3/7/20,Guangxi,252
3/8/20,Guangxi,252
3/9/20,Guangxi,252
3/10/20,Guangxi,252
3/11/20,Guangxi,252
3/12/20,Guangxi,252
3/13/20,Guangxi,252
3/14/20,Guangxi,252
3/15/20,Guangxi,252
3/16/20,Guangxi,252
3/17/20,Guangxi,253
3/18/20,Guangxi,253
1/22/20,Guizhou,1
1/23/20,Guizhou,3
1/24/20,Guizhou,3
1/25/20,Guizhou,4
1/26/20,Guizhou,5
1/27/20,Guizhou,7
1/28/20,Guizhou,9
1/29/20,Guizhou,9
1/30/20,Guizhou,12
1/31/20,Guizhou,29
2/1/20,Guizhou,29
2/2/20,Guizhou,38
2/3/20,Guizhou,46
2/4/20,Guizhou,58
2/5/20,Guizhou,64
2/6/20,Guizhou,71
2/7/20,Guizhou,81
2/8/20,Guizhou,89
2/9/20,Guizhou,99
2/10/20,Guizhou,109
2/11/20,Guizhou,127
2/12/20,Guizhou,133
2/13/20,Guizhou,135
2/14/20,Guizhou,140
2/15/20,Guizhou,143
2/16/20,Guizhou,144
2/17/20,Guizhou,146
2/18/20,Guizhou,146
2/19/20,Guizhou,146
2/20/20,Guizhou,146
2/21/20,Guizhou,146
2/22/20,Guizhou,146
2/23/20,Guizhou,146
2/24/20,Guizhou,146
2/25/20,Guizhou,146
2/26/20,Guizhou,146
2/27/20,Guizhou,146
2/28/20,Guizhou,146
2/29/20,Guizhou,146
3/1/20,Guizhou,146
3/2/20,Guizhou,146
3/3/20,Guizhou,146
3/4/20,Guizhou,146
3/5/20,Guizhou,146
3/6/20,Guizhou,146
3/7/20,Guizhou,146
3/8/20,Guizhou,146
3/9/20,Guizhou,146
3/10/20,Guizhou,146
3/11/20,Guizhou,146
3/12/20,Guizhou,146
3/13/20,Guizhou,146
3/14/20,Guizhou,146
3/15/20,Guizhou,146
3/16/20,Guizhou,146
3/17/20,Guizhou,147
3/18/20,Guizhou,146
1/22/20,Hainan,4
1/23/20,Hainan,5
1/24/20,Hainan,8
1/25/20,Hainan,19
1/26/20,Hainan,22
1/27/20,Hainan,33
1/28/20,Hainan,40
1/29/20,Hainan,43
1/30/20,Hainan,46
1/31/20,Hainan,52
2/1/20,Hainan,62
2/2/20,Hainan,64
2/3/20,Hainan,72
2/4/20,Hainan,80
2/5/20,Hainan,99
2/6/20,Hainan,106
2/7/20,Hainan,117
2/8/20,Hainan,124
2/9/20,Hainan,131
2/10/20,Hainan,138
2/11/20,Hainan,144
2/12/20,Hainan,157
2/13/20,Hainan,157
2/14/20,Hainan,159
2/15/20,Hainan,162
2/16/20,Hainan,162
2/17/20,Hainan,163
2/18/20,Hainan,163
2/19/20,Hainan,168
2/20/20,Hainan,168
2/21/20,Hainan,168
2/22/20,Hainan,168
2/23/20,Hainan,168
2/24/20,Hainan,168
2/25/20,Hainan,168
2/26/20,Hainan,168
2/27/20,Hainan,168
2/28/20,Hainan,168
2/29/20,Hainan,168
3/1/20,Hainan,168
3/2/20,Hainan,168
3/3/20,Hainan,168
3/4/20,Hainan,168
3/5/20,Hainan,168
3/6/20,Hainan,168
3/7/20,Hainan,168
3/8/20,Hainan,168
3/9/20,Hainan,168
3/10/20,Hainan,168
3/11/20,Hainan,168
3/12/20,Hainan,168
3/13/20,Hainan,168
3/14/20,Hainan,168
3/15/20,Hainan,168
3/16/20,Hainan,168
3/17/20,Hainan,168
3/18/20,Hainan,168
1/22/20,Hebei,1
1/23/20,Hebei,1
1/24/20,Hebei,2
1/25/20,Hebei,8
1/26/20,Hebei,13
1/27/20,Hebei,18
1/28/20,Hebei,33
1/29/20,Hebei,48
1/30/20,Hebei,65
1/31/20,Hebei,82
2/1/20,Hebei,96
2/2/20,Hebei,104
2/3/20,Hebei,113
2/4/20,Hebei,126
2/5/20,Hebei,135
2/6/20,Hebei,157
2/7/20,Hebei,172
2/8/20,Hebei,195
2/9/20,Hebei,206
2/10/20,Hebei,218
2/11/20,Hebei,239
2/12/20,Hebei,251
2/13/20,Hebei,265
2/14/20,Hebei,283
2/15/20,Hebei,291
2/16/20,Hebei,300
2/17/20,Hebei,301
2/18/20,Hebei,306
2/19/20,Hebei,306
2/20/20,Hebei,307
2/21/20,Hebei,308
2/22/20,Hebei,309
2/23/20,Hebei,311
2/24/20,Hebei,311
2/25/20,Hebei,311
2/26/20,Hebei,312
2/27/20,Hebei,317
2/28/20,Hebei,318
2/29/20,Hebei,318
3/1/20,Hebei,318
3/2/20,Hebei,318
3/3/20,Hebei,318
3/4/20,Hebei,318
3/5/20,Hebei,318
3/6/20,Hebei,318
3/7/20,Hebei,318
3/8/20,Hebei,318
3/9/20,Hebei,318
3/10/20,Hebei,318
3/11/20,Hebei,318
3/11/20,Hebei,0
3/12/20,Hebei,318
3/12/20,Hebei,0
3/13/20,Hebei,318
3/14/20,Hebei,318
3/15/20,Hebei,318
3/16/20,Hebei,318
3/17/20,Hebei,318
3/18/20,Hebei,318
1/22/20,Heilongjiang,0
1/23/20,Heilongjiang,2
1/24/20,Heilongjiang,4
1/25/20,Heilongjiang,9
1/26/20,Heilongjiang,15
1/27/20,Heilongjiang,21
1/28/20,Heilongjiang,33
1/29/20,Heilongjiang,38
1/30/20,Heilongjiang,44
1/31/20,Heilongjiang,59
2/1/20,Heilongjiang,80
2/2/20,Heilongjiang,95
2/3/20,Heilongjiang,121
2/4/20,Heilongjiang,155
2/5/20,Heilongjiang,190
2/6/20,Heilongjiang,227
2/7/20,Heilongjiang,277
2/8/20,Heilongjiang,295
2/9/20,Heilongjiang,307
2/10/20,Heilongjiang,331
2/11/20,Heilongjiang,360
2/12/20,Heilongjiang,378
2/13/20,Heilongjiang,395
2/14/20,Heilongjiang,419
2/15/20,Heilongjiang,425
2/16/20,Heilongjiang,445
2/17/20,Heilongjiang,457
2/18/20,Heilongjiang,464
2/19/20,Heilongjiang,470
2/20/20,Heilongjiang,476
2/21/20,Heilongjiang,479
2/22/20,Heilongjiang,479
2/23/20,Heilongjiang,480
2/24/20,Heilongjiang,480
2/25/20,Heilongjiang,480
2/26/20,Heilongjiang,480
2/27/20,Heilongjiang,480
2/28/20,Heilongjiang,480
2/29/20,Heilongjiang,480
3/1/20,Heilongjiang,480
3/2/20,Heilongjiang,480
3/3/20,Heilongjiang,480
3/4/20,Heilongjiang,480
3/5/20,Heilongjiang,481
3/6/20,Heilongjiang,481
3/7/20,Heilongjiang,481
3/8/20,Heilongjiang,481
3/9/20,Heilongjiang,481
3/10/20,Heilongjiang,481
3/11/20,Heilongjiang,482
3/12/20,Heilongjiang,482
3/13/20,Heilongjiang,482
3/14/20,Heilongjiang,482
3/15/20,Heilongjiang,482
3/16/20,Heilongjiang,482
3/17/20,Heilongjiang,482
3/18/20,Heilongjiang,482
1/22/20,Henan,5
1/23/20,Henan,5
1/24/20,Henan,9
1/25/20,Henan,32
1/26/20,Henan,83
1/27/20,Henan,128
1/28/20,Henan,168
1/29/20,Henan,206
1/30/20,Henan,278
1/31/20,Henan,352
2/1/20,Henan,422
2/2/20,Henan,493
2/3/20,Henan,566
2/4/20,Henan,675
2/5/20,Henan,764
2/6/20,Henan,851
2/7/20,Henan,914
2/8/20,Henan,981
2/9/20,Henan,1033
2/10/20,Henan,1073
2/11/20,Henan,1105
2/12/20,Henan,1135
2/13/20,Henan,1169
2/14/20,Henan,1184
2/15/20,Henan,1212
2/16/20,Henan,1231
2/17/20,Henan,1246
2/18/20,Henan,1257
2/19/20,Henan,1262
2/20/20,Henan,1265
2/21/20,Henan,1267
2/22/20,Henan,1270
2/23/20,Henan,1271
2/24/20,Henan,1271
2/25/20,Henan,1271
2/26/20,Henan,1271
2/27/20,Henan,1272
2/28/20,Henan,1272
2/29/20,Henan,1272
3/1/20,Henan,1272
3/2/20,Henan,1272
3/3/20,Henan,1272
3/4/20,Henan,1272
3/5/20,Henan,1272
3/6/20,Henan,1272
3/7/20,Henan,1272
3/8/20,Henan,1272
3/9/20,Henan,1272
3/10/20,Henan,1272
3/11/20,Henan,1273
3/12/20,Henan,1273
3/13/20,Henan,1273
3/14/20,Henan,1273
3/15/20,Henan,1273
3/16/20,Henan,1273
3/17/20,Henan,1273
3/18/20,Henan,1273
1/22/20,Hubei,444
1/23/20,Hubei,444
1/24/20,Hubei,549
1/25/20,Hubei,761
1/26/20,Hubei,1058
1/27/20,Hubei,1423
1/28/20,Hubei,3554
1/29/20,Hubei,3554
1/30/20,Hubei,4903
1/31/20,Hubei,5806
2/1/20,Hubei,7153
2/2/20,Hubei,11177
2/3/20,Hubei,13522
2/4/20,Hubei,16678
2/5/20,Hubei,19665
2/6/20,Hubei,22112
2/7/20,Hubei,24953
2/8/20,Hubei,27100
2/9/20,Hubei,29631
2/10/20,Hubei,31728
2/11/20,Hubei,33366
2/12/20,Hubei,33366
2/13/20,Hubei,48206
2/14/20,Hubei,54406
2/15/20,Hubei,56249
2/16/20,Hubei,58182
2/17/20,Hubei,59989
2/18/20,Hubei,61682
2/19/20,Hubei,62031
2/20/20,Hubei,62442
2/21/20,Hubei,62662
2/22/20,Hubei,64084
2/23/20,Hubei,64084
2/24/20,Hubei,64287
2/25/20,Hubei,64786
2/26/20,Hubei,65187
2/27/20,Hubei,65596
2/28/20,Hubei,65914
2/29/20,Hubei,66337
3/1/20,Hubei,66907
3/2/20,Hubei,67103
3/3/20,Hubei,67217
3/4/20,Hubei,67332
3/5/20,Hubei,67466
3/6/20,Hubei,67592
3/7/20,Hubei,67666
3/8/20,Hubei,67707
3/9/20,Hubei,67743
3/10/20,Hubei,67760
3/11/20,Hubei,67773
3/12/20,Hubei,67781
3/13/20,Hubei,67786
3/14/20,Hubei,67790
3/15/20,Hubei,67794
3/16/20,Hubei,67798
3/17/20,Hubei,67799
3/18/20,Hubei,67800
1/22/20,Hunan,4
1/23/20,Hunan,9
1/24/20,Hunan,24
1/25/20,Hunan,43
1/26/20,Hunan,69
1/27/20,Hunan,100
1/28/20,Hunan,143
1/29/20,Hunan,221
1/30/20,Hunan,277
1/31/20,Hunan,332
2/1/20,Hunan,389
2/2/20,Hunan,463
2/3/20,Hunan,521
2/4/20,Hunan,593
2/5/20,Hunan,661
2/6/20,Hunan,711
2/7/20,Hunan,772
2/8/20,Hunan,803
2/9/20,Hunan,838
2/10/20,Hunan,879
2/11/20,Hunan,912
2/12/20,Hunan,946
2/13/20,Hunan,968
2/14/20,Hunan,988
2/15/20,Hunan,1001
2/16/20,Hunan,1004
2/17/20,Hunan,1006
2/18/20,Hunan,1007
2/19/20,Hunan,1008
2/20/20,Hunan,1010
2/21/20,Hunan,1011
2/22/20,Hunan,1013
2/23/20,Hunan,1016
2/24/20,Hunan,1016
2/25/20,Hunan,1016
2/26/20,Hunan,1016
2/27/20,Hunan,1017
2/28/20,Hunan,1017
2/29/20,Hunan,1018
3/1/20,Hunan,1018
3/2/20,Hunan,1018
3/3/20,Hunan,1018
3/4/20,Hunan,1018
3/5/20,Hunan,1018
3/6/20,Hunan,1018
3/7/20,Hunan,1018
3/8/20,Hunan,1018
3/9/20,Hunan,1018
3/10/20,Hunan,1018
3/11/20,Hunan,1018
3/12/20,Hunan,1018
3/13/20,Hunan,1018
3/14/20,Hunan,1018
3/15/20,Hunan,1018
3/16/20,Hunan,1018
3/17/20,Hunan,1018
3/18/20,Hunan,1018
1/22/20,Inner Mongolia,0
1/23/20,Inner Mongolia,0
1/24/20,Inner Mongolia,1
1/25/20,Inner Mongolia,7
1/26/20,Inner Mongolia,7
1/27/20,Inner Mongolia,11
1/28/20,Inner Mongolia,15
1/29/20,Inner Mongolia,16
1/30/20,Inner Mongolia,19
1/31/20,Inner Mongolia,20
2/1/20,Inner Mongolia,23
2/2/20,Inner Mongolia,27
2/3/20,Inner Mongolia,34
2/4/20,Inner Mongolia,35
2/5/20,Inner Mongolia,42
2/6/20,Inner Mongolia,46
2/7/20,Inner Mongolia,50
2/8/20,Inner Mongolia,52
2/9/20,Inner Mongolia,54
2/10/20,Inner Mongolia,58
2/11/20,Inner Mongolia,58
2/12/20,Inner Mongolia,60
2/13/20,Inner Mongolia,61
2/14/20,Inner Mongolia,65
2/15/20,Inner Mongolia,68
2/16/20,Inner Mongolia,70
2/17/20,Inner Mongolia,72
2/18/20,Inner Mongolia,73
2/19/20,Inner Mongolia,75
2/20/20,Inner Mongolia,75
2/21/20,Inner Mongolia,75
2/22/20,Inner Mongolia,75
2/23/20,Inner Mongolia,75
2/24/20,Inner Mongolia,75
2/25/20,Inner Mongolia,75
2/26/20,Inner Mongolia,75
2/27/20,Inner Mongolia,75
2/28/20,Inner Mongolia,75
2/29/20,Inner Mongolia,75
3/1/20,Inner Mongolia,75
3/2/20,Inner Mongolia,75
3/3/20,Inner Mongolia,75
3/4/20,Inner Mongolia,75
3/5/20,Inner Mongolia,75
3/6/20,Inner Mongolia,75
3/7/20,Inner Mongolia,75
3/8/20,Inner Mongolia,75
3/9/20,Inner Mongolia,75
3/10/20,Inner Mongolia,75
3/11/20,Inner Mongolia,75
3/12/20,Inner Mongolia,75
3/13/20,Inner Mongolia,75
3/14/20,Inner Mongolia,75
3/15/20,Inner Mongolia,75
3/16/20,Inner Mongolia,75
3/17/20,Inner Mongolia,75
3/18/20,Inner Mongolia,75
1/22/20,Jiangsu,1
1/23/20,Jiangsu,5
1/24/20,Jiangsu,9
1/25/20,Jiangsu,18
1/26/20,Jiangsu,33
1/27/20,Jiangsu,47
1/28/20,Jiangsu,70
1/29/20,Jiangsu,99
1/30/20,Jiangsu,129
1/31/20,Jiangsu,168
